Row,Name,Count,crank1,crankx
1798,JEWEL ,16,-24Ê ,+1399Ê
1798,JOLENE ,16,+851Ê ,+154Ê
1798,JUDITH ,16,+1089Ê ,-415Ê
1798,KYLAH ,16,-24Ê ,-415Ê
1798,LACIE-MAY ,16,+66Ê ,Ê:Ê
1798,LARISA ,16,+378Ê ,Ê:Ê
1798,LAYCIE ,16,+264Ê ,Ê:Ê
1798,LEAH-ROSE ,16,+515Ê ,Ê:Ê
1798,LEEN ,16,-261Ê ,+1927Ê
1798,LOLA-GRACE ,16,-24Ê ,Ê:Ê
1798,LORETTA ,16,+264Ê ,+38Ê
1798,MAHUM ,16,+378Ê ,+1399Ê
1798,MAI ,16,+158Ê ,-869Ê
1798,MALKA ,16,-159Ê ,-339Ê
1798,MANON ,16,+515Ê ,-915Ê
1798,MANUELA ,16,+1089Ê ,+154Ê
1798,MARISA ,16,-398Ê ,-915Ê
1798,MARLA ,16,-314Ê ,+1399Ê
1798,MILLIE-MAI ,16,+1089Ê ,+1399Ê
1798,NAFEESA ,16,+378Ê ,+154Ê
1798,NAINA ,16,+378Ê ,-546Ê
1798,NAYLA ,16,+851Ê ,+2800Ê
1798,NEEVE ,16,+158Ê ,-486Ê
1798,NIKOL ,16,-24Ê ,+2800Ê
1798,PHOEBE-ROSE ,16,+851Ê ,Ê:Ê
1798,POPPY-LOUISE ,16,+1738Ê ,Ê:Ê
1798,QUEENIE ,16,+66Ê ,+1004Ê
1798,RAHAF ,16,+264Ê ,+1399Ê
1798,REYAH ,16,+264Ê ,Ê:Ê
1798,ROSABELLE ,16,+1362Ê ,+2800Ê
1798,ROZA ,16,+264Ê ,+1399Ê
1798,RYLEIGH ,16,+515Ê ,+480Ê
1798,SAIMA ,16,-398Ê ,-1180Ê
1798,SALOME ,16,+3944Ê ,+1927Ê
1798,SHAE ,16,+378Ê ,-486Ê
1798,SHAUNA ,16,+851Ê ,-1511Ê
1798,SOPHIA-GRACE ,16,+1362Ê ,Ê:Ê
1798,SUHANA ,16,+378Ê ,+314Ê
1798,SUMAYAH ,16,+66Ê ,-83Ê
1798,TARYN ,16,-159Ê ,-1010Ê
1798,TEDDY ,16,+662Ê ,Ê:Ê
1798,WHITNEY ,16,-438Ê ,-181Ê
1798,ZI ,16,-159Ê ,+1004Ê
1798,ZOSIA ,16,+378Ê ,+2800Ê
1882,AAIMA ,15,-345Ê ,Ê:Ê
1882,AAMNA ,15,-243Ê ,-265Ê
1882,AARUSHI ,15,+1005Ê ,+1843Ê
1882,ABBIGAIL ,15,-18Ê ,-1078Ê
1882,ADINA ,15,-18Ê ,-347Ê
1882,AIMAN ,15,-345Ê ,+648Ê
1882,AIMEN ,15,-18Ê ,+1315Ê
1882,ALEXIE ,15,-345Ê ,+920Ê
1882,ALIMA ,15,+180Ê ,-347Ê
1882,AMARACHI ,15,-295Ê ,+2716Ê
1882,AMY-LEIGH ,15,-295Ê ,-630Ê
1882,ANEIRA ,15,+431Ê ,+2716Ê
1882,ARIAH ,15,-243Ê ,Ê:Ê
1882,AWA ,15,+1278Ê ,+2716Ê
1882,AYLAH ,15,+294Ê ,Ê:Ê
1882,BAHAR ,15,+180Ê ,+2716Ê
1882,BERNICE ,15,+74Ê ,+396Ê
1882,BERRY ,15,-175Ê ,+920Ê
1882,BRIONY ,15,-175Ê ,-1301Ê
1882,DARCY-MAE ,15,+180Ê ,Ê:Ê
1882,DARCY-MAY ,15,+767Ê ,Ê:Ê
1882,DEANNA ,15,-629Ê ,-1206Ê
1882,DYLAN ,15,-108Ê ,+396Ê
1882,EIMEAR ,15,+767Ê ,+648Ê
1882,ELLA-MARIE ,15,-18Ê ,-265Ê
1882,EMMANUELA ,15,+578Ê ,-46Ê
1882,FAIZAH ,15,-449Ê ,-1094Ê
1882,FAJR ,15,+431Ê ,+1315Ê
1882,FAYHA ,15,+1005Ê ,Ê:Ê
1882,GEORGIA-ROSE ,15,-175Ê ,Ê:Ê
1882,GRACIE-ROSE ,15,+767Ê ,Ê:Ê
1882,GWENDOLINE ,15,+767Ê ,+1843Ê
1882,HABIBAH ,15,+578Ê ,-630Ê
1882,HADASSA ,15,+578Ê ,Ê:Ê
1882,HALLIE-MAE ,15,+767Ê ,Ê:Ê
1882,HANIFA ,15,-345Ê ,-839Ê
1882,HEBA ,15,-18Ê ,-570Ê
1882,HIDAYAH ,15,+74Ê ,Ê:Ê
1882,HOLLIE-ROSE ,15,+180Ê ,Ê:Ê
1882,HONOUR ,15,+1278Ê ,+1315Ê
1882,ILYANA ,15,+3860Ê ,Ê:Ê
1882,IOLA ,15,+180Ê ,-347Ê
1882,ISLAY ,15,+294Ê ,+70Ê
1882,JAMILA ,15,-705Ê ,-1094Ê
1882,KATARINA ,15,+294Ê ,-423Ê
1882,KIRSTEN ,15,-662Ê ,-1591Ê
1882,LILY-RAE ,15,+74Ê ,Ê:Ê
1882,LUCY-MAY ,15,+180Ê ,+1843Ê
1882,MAHREEN ,15,+431Ê ,+1843Ê
1882,MALIYAH ,15,-807Ê ,Ê:Ê
1882,MARY-JANE ,15,-108Ê ,-423Ê
1882,MARYAMA ,15,+294Ê ,-570Ê
1882,MAYAR ,15,+431Ê ,Ê:Ê
1882,MCKENZIE ,15,-108Ê ,-1520Ê
1882,MELITA ,15,+294Ê ,+396Ê
1882,MIRAY ,15,+767Ê ,+2716Ê
1882,NABILA ,15,-175Ê ,-776Ê
1882,NICOL ,15,-175Ê ,+1315Ê
1882,NISA ,15,-18Ê ,-265Ê
1882,NUSAIBAH ,15,+2168Ê ,Ê:Ê
1882,OONA ,15,+294Ê ,+2716Ê
1882,PHOEBE-GRACE ,15,+578Ê ,Ê:Ê
1882,PIA ,15,-398Ê ,-1042Ê
1882,PORSCHA ,15,-449Ê ,-347Ê
1882,RAWAN ,15,-295Ê ,-167Ê
1882,SABIHA ,15,-108Ê ,-673Ê
1882,SAHANA ,15,+294Ê ,+396Ê
1882,SANIYA ,15,+74Ê ,-999Ê
1882,SARIAH ,15,+180Ê ,Ê:Ê
1882,SHAY ,15,+767Ê ,-167Ê
1882,SHAYA ,15,+294Ê ,+1315Ê
1882,SHAYNA ,15,+180Ê ,-673Ê
1882,SHEKINAH ,15,-398Ê ,+396Ê
1882,SUHAYLA ,15,+431Ê ,+2716Ê
1882,SUSAN ,15,-449Ê ,-999Ê
1882,TEMPERANCE ,15,-243Ê ,Ê:Ê
1882,TILDA ,15,-243Ê ,+396Ê
1882,TIMEA ,15,+431Ê ,Ê:Ê
1882,TIYA ,15,+74Ê ,-919Ê
1882,TOLA ,15,+3860Ê ,Ê:Ê
1882,TONI ,15,-295Ê ,-1513Ê
1882,UMAYYAH ,15,+74Ê ,+230Ê
1882,YASMEEN ,15,-108Ê ,-776Ê
1882,YUNA ,15,-295Ê ,Ê:Ê
1966,AISLING ,14,-102Ê ,-1100Ê
1966,AKSHAYA ,14,-327Ê ,+2632Ê
1966,ALESSANDRA ,14,-1084Ê ,-860Ê
1966,ALEXI ,14,-675Ê ,+146Ê
1966,ALUNA ,14,+1194Ê ,Ê:Ê
1966,AMAARA ,14,+683Ê ,+1759Ê
1966,AMELIA-MAI ,14,+1570Ê ,Ê:Ê
1966,AMI ,14,-379Ê ,-1407Ê
1966,AMILAH ,14,-10Ê ,-14Ê
1966,ANAH ,14,+1194Ê ,+2632Ê
1966,ANDRA ,14,+347Ê ,Ê:Ê
1966,ARLA ,14,+683Ê ,Ê:Ê
1966,ARRIETTY ,14,-102Ê ,Ê:Ê
1966,ASHLEE ,14,-533Ê ,-923Ê
1966,ASHLYN ,14,+347Ê ,-860Ê
1966,AVA-RAE ,14,+96Ê ,Ê:Ê
1966,AYANNA ,14,-259Ê ,+146Ê
1966,AYISHA ,14,+921Ê ,-954Ê
1966,BESS ,14,+1194Ê ,+1759Ê
1966,BLUE ,14,+2773Ê ,Ê:Ê
1966,BRIANA ,14,+210Ê ,-894Ê
1966,CAMILA ,14,+1570Ê ,+1231Ê
1966,CANDICE ,14,+210Ê ,-1290Ê
1966,CHANA ,14,+96Ê ,+146Ê
1966,CHARIS ,14,-533Ê ,-1445Ê
1966,CHARLI ,14,+1194Ê ,-1311Ê
1966,CHIAMAKA ,14,-259Ê ,+312Ê
1966,CIANNA ,14,+347Ê ,+1759Ê
1966,ELDANA ,14,-327Ê ,Ê:Ê
1966,ELISHEVA ,14,+921Ê ,+1759Ê
1966,ELLIA ,14,-379Ê ,-14Ê
1966,ELLIE-RAE ,14,+2084Ê ,+2632Ê
1966,ELLOUISE ,14,-259Ê ,-1208Ê
1966,ELYSSIA ,14,+347Ê ,+146Ê
1966,ESSIE ,14,+1194Ê ,Ê:Ê
1966,EVIE-LEIGH ,14,-948Ê ,Ê:Ê
1966,FREDA ,14,+1194Ê ,+2632Ê
1966,FREYA-ROSE ,14,-606Ê ,Ê:Ê
1966,GEORGIA-MAE ,14,+1570Ê ,+1759Ê
1966,GURNOOR ,14,+96Ê ,Ê:Ê
1966,HANIYAH ,14,+210Ê ,+1759Ê
1966,HARRIETTE ,14,-566Ê ,-757Ê
1966,HAYDEN ,14,-566Ê ,Ê:Ê
1966,IRAJ ,14,+494Ê ,Ê:Ê
1966,ISHIKA ,14,+683Ê ,-14Ê
1966,JASMEET ,14,-379Ê ,+564Ê
1966,JENNAH ,14,-713Ê ,-130Ê
1966,JESS ,14,-192Ê ,-1126Ê
1966,JUDY ,14,-429Ê ,+312Ê
1966,JUNE ,14,+494Ê ,-130Ê
1966,KACIE-LEIGH ,14,+1194Ê ,Ê:Ê
1966,KAINAAT ,14,-259Ê ,-251Ê
1966,KALIYAH ,14,-379Ê ,Ê:Ê
1966,KAYLEY ,14,-102Ê ,-1516Ê
1966,KEERAT ,14,+1194Ê ,Ê:Ê
1966,KIAH ,14,+347Ê ,-1265Ê
1966,KLEA ,14,+2084Ê ,+2632Ê
1966,LANI ,14,+683Ê ,-954Ê
1966,LAYLA-RAE ,14,+683Ê ,Ê:Ê
1966,LEILAH ,14,-192Ê ,-507Ê
1966,LEXUS ,14,+2773Ê ,+312Ê
1966,LILLYANNA ,14,+96Ê ,Ê:Ê
1966,LORA ,14,+494Ê ,+564Ê
1966,LYDIA-ROSE ,14,+494Ê ,Ê:Ê
1966,MACIE-LEIGH ,14,-259Ê ,Ê:Ê
1966,MAIZY ,14,-102Ê ,-130Ê
1966,MANAAL ,14,-102Ê ,+1231Ê
1966,MARCELLA ,14,-10Ê ,+146Ê
1966,MARLOWE ,14,+1194Ê ,Ê:Ê
1966,MIRI ,14,+3776Ê ,+836Ê
1966,MONAE ,14,+1194Ê ,+2632Ê
1966,NAVYA ,14,-606Ê ,+2632Ê
1966,OLGA ,14,-192Ê ,+836Ê
1966,PAIGHTON ,14,-192Ê ,+2632Ê
1966,PARISA ,14,-533Ê ,+146Ê
1966,PATIENCE ,14,-259Ê ,-583Ê
1966,PATSY ,14,+921Ê ,+312Ê
1966,PRAISE ,14,-606Ê ,+1759Ê
1966,PREET ,14,+494Ê ,+836Ê
1966,RAINA ,14,-327Ê ,+312Ê
1966,ROSEANNE ,14,+494Ê ,+1231Ê
1966,SENA ,14,+96Ê ,+1759Ê
1966,SENNEN ,14,-327Ê ,Ê:Ê
1966,SURI ,14,-713Ê ,Ê:Ê
1966,TAMAR ,14,+1570Ê ,-808Ê
1966,TAMIA ,14,+96Ê ,-1290Ê
1966,TEXAS ,14,-379Ê ,Ê:Ê
1966,THERESA ,14,-566Ê ,-1100Ê
1966,TILLIE-MAE ,14,+921Ê ,+836Ê
1966,VEERA ,14,+683Ê ,Ê:Ê
1966,ZULAIKHA ,14,-102Ê ,-507Ê
1966,ZURI ,14,+96Ê ,Ê:Ê
2058,AARIA ,13,+1102Ê ,Ê:Ê
2058,ADAN ,13,+2681Ê ,+2540Ê
2058,AFSHEEN ,13,+402Ê ,+2540Ê
2058,AISLA ,13,+1478Ê ,Ê:Ê
2058,ALEEN ,13,+255Ê ,Ê:Ê
2058,ALESSA ,13,+118Ê ,Ê:Ê
2058,ALMIRA ,13,+3684Ê ,+2540Ê
2058,AMAANI ,13,+118Ê ,-222Ê
2058,AMAIYA ,13,+118Ê ,Ê:Ê
2058,AMBA ,13,-102Ê ,-1015Ê
2058,AMELIAH ,13,-419Ê ,Ê:Ê
2058,ANGEL-ROSE ,13,+2681Ê ,Ê:Ê
2058,AREEJ ,13,+4Ê ,+220Ê
2058,ARMANI ,13,+402Ê ,-1073Ê
2058,AVA-LILY ,13,-1010Ê ,Ê:Ê
2058,AVIE ,13,+255Ê ,Ê:Ê
2058,AVRIL ,13,+4Ê ,+220Ê
2058,BELA ,13,+1478Ê ,+2540Ê
2058,BEREN ,13,+591Ê ,Ê:Ê
2058,BISMA ,13,+118Ê ,-952Ê
2058,BREANNA ,13,-194Ê ,-1391Ê
2058,CALLEIGH ,13,+255Ê ,Ê:Ê
2058,CARIS ,13,-471Ê ,-849Ê
2058,CASEY-LEIGH ,13,+4Ê ,+54Ê
2058,CATARINA ,13,+591Ê ,-900Ê
2058,CLODAGH ,13,-194Ê ,-523Ê
2058,DAISY-RAE ,13,+402Ê ,Ê:Ê
2058,DANIKA ,13,-625Ê ,-343Ê
2058,DANYA ,13,-574Ê ,-343Ê
2058,DARCIE-RAE ,13,+118Ê ,Ê:Ê
2058,DARYA ,13,+591Ê ,+220Ê
2058,DELLA ,13,+118Ê ,-343Ê
2058,DOLCE ,13,+1478Ê ,Ê:Ê
2058,DOROTHEA ,13,-351Ê ,+472Ê
2058,ELAINE ,13,-102Ê ,-523Ê
2058,ELLIE-LOUISE ,13,+4Ê ,-1218Ê
2058,ELLISE ,13,+118Ê ,-1286Ê
2058,ELLORA ,13,+1102Ê ,+1667Ê
2058,ELSIE-MAI ,13,+4Ê ,Ê:Ê
2058,EMERSON ,13,+829Ê ,Ê:Ê
2058,EMILY-GRACE ,13,+255Ê ,+2540Ê
2058,EMILY-MAE ,13,+118Ê ,+2540Ê
2058,EMMANUELLE ,13,+1102Ê ,+744Ê
2058,ESMERALDA ,13,+829Ê ,+472Ê
2058,EVELYNN ,13,-284Ê ,Ê:Ê
2058,EVIEE ,13,+4Ê ,Ê:Ê
2058,EVLYN ,13,+591Ê ,Ê:Ê
2058,FARIA ,13,+829Ê ,+472Ê
2058,FLAVIA ,13,+591Ê ,-106Ê
2058,GINA ,13,-102Ê ,-1468Ê
2058,GRACEY ,13,+118Ê ,+220Ê
2058,GRACIE-LOU ,13,+829Ê ,Ê:Ê
2058,GWENNAN ,13,+1102Ê ,+472Ê
2058,HAADIYA ,13,+1102Ê ,+1139Ê
2058,HAIFA ,13,+4Ê ,Ê:Ê
2058,HARINI ,13,+255Ê ,-441Ê
2058,HEAVEN ,13,+402Ê ,+54Ê
2058,HEBE ,13,+255Ê ,-952Ê
2058,HEER ,13,+829Ê ,+2540Ê
2058,HOLLY-ROSE ,13,+1102Ê ,Ê:Ê
2058,HONEY-ROSE ,13,-102Ê ,Ê:Ê
2058,HUMAIRAH ,13,-284Ê ,+472Ê
2058,ILANA ,13,-102Ê ,-222Ê
2058,ILIANA ,13,-102Ê ,+2540Ê
2058,INDIE-ROSE ,13,-574Ê ,Ê:Ê
2058,INDIRA ,13,+4Ê ,-343Ê
2058,ISABELLE-ROSE ,13,+829Ê ,Ê:Ê
2058,ITALIA ,13,-471Ê ,+472Ê
2058,JANICE ,13,+4Ê ,+472Ê
2058,JASNEET ,13,+1992Ê ,Ê:Ê
2058,JAZMYN ,13,+4Ê ,-106Ê
2058,JESSICA-ROSE ,13,+591Ê ,+2540Ê
2058,JOELLE ,13,+1478Ê ,-222Ê
2058,JUDE ,13,+402Ê ,-849Ê
2058,KALINA ,13,+591Ê ,Ê:Ê
2058,KARLA ,13,-574Ê ,-1218Ê
2058,KATHARINE ,13,+402Ê ,-1484Ê
2058,KEIRA-LEIGH ,13,+591Ê ,-343Ê
2058,KEITA ,13,-284Ê ,Ê:Ê
2058,KIA ,13,-194Ê ,-1644Ê
2058,KIYA ,13,-284Ê ,-1218Ê
2058,LACEY-MARIE ,13,+591Ê ,+2540Ê
2058,LAMAR ,13,-419Ê ,Ê:Ê
2058,LATOYA ,13,+1992Ê ,-343Ê
2058,LAYLA-GRACE ,13,-102Ê ,Ê:Ê
2058,LEXII ,13,-102Ê ,Ê:Ê
2058,LIBA ,13,+118Ê ,+1667Ê
2058,LOGAN ,13,+4Ê ,-1073Ê
2058,LOLA-RAE ,13,-284Ê ,Ê:Ê
2058,LOTTY ,13,+1992Ê ,+1139Ê
2058,MAHIRA ,13,-284Ê ,-599Ê
2058,MANREET ,13,-194Ê ,+2540Ê
2058,MARCIA ,13,+4Ê ,-746Ê
2058,MARION ,13,+591Ê ,+54Ê
2058,MARYUM ,13,-102Ê ,+744Ê
2058,MAUD ,13,+591Ê ,+220Ê
2058,MAXINE ,13,+402Ê ,+744Ê
2058,MAYMUNA ,13,-102Ê ,+1139Ê
2058,MEDINA ,13,-767Ê ,+220Ê
2058,MEHAK ,13,-767Ê ,-952Ê
2058,MINHA ,13,+4Ê ,+1667Ê
2058,MISSY ,13,-881Ê ,-1237Ê
2058,NAEVIA ,13,+829Ê ,Ê:Ê
2058,NAJMA ,13,+591Ê ,-1440Ê
2058,NILA ,13,-194Ê ,Ê:Ê
2058,NIRVANA ,13,+591Ê ,+1667Ê
2058,NOURA ,13,+118Ê ,+744Ê
2058,OLIVIA-RAE ,13,+402Ê ,Ê:Ê
2058,OPAL ,13,+1478Ê ,+744Ê
2058,PENNIE ,13,+1102Ê ,Ê:Ê
2058,PHILLIPA ,13,+255Ê ,-441Ê
2058,POPPY-MAI ,13,-194Ê ,Ê:Ê
2058,PORTIA ,13,-521Ê ,-1218Ê
2058,RAEESA ,13,+1478Ê ,-441Ê
2058,RAHIMA ,13,-284Ê ,-1175Ê
2058,RAYANN ,13,+402Ê ,Ê:Ê
2058,REESE ,13,+4Ê ,-1192Ê
2058,REGAN ,13,-284Ê ,-1530Ê
2058,ROMAISA ,13,+1992Ê ,Ê:Ê
2058,RONNI ,13,+255Ê ,-441Ê
2058,ROSALYN ,13,-419Ê ,+1139Ê
2058,ROSEY ,13,-194Ê ,+54Ê
2058,ROSIE-LEIGH ,13,+402Ê ,Ê:Ê
2058,ROXANNA ,13,-194Ê ,+220Ê
2058,SAFINA ,13,+1102Ê ,+744Ê
2058,SALIHA ,13,-194Ê ,-523Ê
2058,SALWA ,13,-658Ê ,+54Ê
2058,SAMAH ,13,-194Ê ,-900Ê
2058,SAYA ,13,+255Ê ,+2540Ê
2058,SEHAR ,13,-102Ê ,-806Ê
2058,SHEIKH ,13,+255Ê ,-343Ê
2058,SIANA ,13,-881Ê ,+54Ê
2058,SIMRAH ,13,-767Ê ,-599Ê
2058,SIREEN ,13,-194Ê ,Ê:Ê
2058,SKYLAR-ROSE ,13,Ê:Ê ,Ê:Ê
2058,SOHA ,13,+4Ê ,-106Ê
2058,SUSANNAH ,13,-767Ê ,-1493Ê
2058,SUSIE ,13,-102Ê ,-343Ê
2058,SYBIL ,13,+255Ê ,Ê:Ê
2058,TAMMY ,13,+591Ê ,-1371Ê
2058,TAYLOR-ROSE ,13,+1102Ê ,Ê:Ê
2058,TAYYIBAH ,13,-625Ê ,-900Ê
2058,VIOLET-ROSE ,13,+4Ê ,Ê:Ê
2058,YAEL ,13,+255Ê ,-343Ê
2058,ZAHRAH ,13,-521Ê ,-986Ê
2203,AALIYAH-ROSE ,12,+684Ê ,Ê:Ê
2203,AFNAN ,12,+1333Ê ,+1522Ê
2203,AFSA ,12,-247Ê ,Ê:Ê
2203,AIYA ,12,+257Ê ,+2395Ê
2203,ALAW ,12,-247Ê ,-367Ê
2203,ALETHEA ,12,+257Ê ,+327Ê
2203,ALIANA ,12,+257Ê ,+1522Ê
2203,AMIAH ,12,+684Ê ,+1522Ê
2203,AMILA ,12,+1333Ê ,Ê:Ê
2203,AMMAARAH ,12,+1847Ê ,-488Ê
2203,ANNA-MAE ,12,+2536Ê ,Ê:Ê
2203,ANNA-MARIA ,12,-27Ê ,-367Ê
2203,ARIYAH ,12,+1333Ê ,Ê:Ê
2203,AVA-LOUISE ,12,-564Ê ,Ê:Ê
2203,AYUSHI ,12,+1333Ê ,+994Ê
2203,AZIZA ,12,-27Ê ,-367Ê
2203,BELLA-MAY ,12,+110Ê ,Ê:Ê
2203,BILLIE-JO ,12,-429Ê ,-1363Ê
2203,BLAKE ,12,-616Ê ,Ê:Ê
2203,BRIANNE ,12,+110Ê ,+994Ê
2203,BROOK ,12,-27Ê ,-1131Ê
2203,CATRIONA ,12,+1847Ê ,-1218Ê
2203,CHARLENE ,12,-496Ê ,-1415Ê
2203,CHARLIZE ,12,+684Ê ,-1445Ê
2203,CLIO ,12,+257Ê ,-586Ê
2203,CORNELIA ,12,+110Ê ,+1522Ê
2203,CYDNEY ,12,+684Ê ,-1191Ê
2203,DARCIE-MAI ,12,+110Ê ,Ê:Ê
2203,DHRITI ,12,+1333Ê ,Ê:Ê
2203,DORIS ,12,-27Ê ,+327Ê
2203,ELEKTRA ,12,+446Ê ,+994Ê
2203,ELLIOT ,12,Ê:Ê ,+994Ê
2203,EMILE ,12,-141Ê ,Ê:Ê
2203,EVERLEY ,12,+684Ê ,Ê:Ê
2203,FEIGY ,12,+446Ê ,Ê:Ê
2203,GIORGIA ,12,-429Ê ,-1045Ê
2203,GODA ,12,-843Ê ,Ê:Ê
2203,GWENDOLYN ,12,-27Ê ,+599Ê
2203,HARMONIE ,12,+2536Ê ,-251Ê
2203,IMOGEN-ROSE ,12,+684Ê ,Ê:Ê
2203,IYLA-ROSE ,12,+2536Ê ,Ê:Ê
2203,JANAE ,12,+1333Ê ,-488Ê
2203,JAPJI ,12,+1847Ê ,Ê:Ê
2203,JASMYN ,12,+110Ê ,-668Ê
2203,JOAN ,12,+446Ê ,+599Ê
2203,KAREENA ,12,-247Ê ,-1491Ê
2203,KEAVY ,12,-879Ê ,-488Ê
2203,KODIE ,12,+2536Ê ,-1191Ê
2203,LACEY-LEIGH ,12,-496Ê ,Ê:Ê
2203,LAILA-ROSE ,12,-339Ê ,Ê:Ê
2203,LATIFA ,12,-247Ê ,-488Ê
2203,LEONORA ,12,-429Ê ,+1522Ê
2203,LIARA ,12,+446Ê ,Ê:Ê
2203,LILAC ,12,+957Ê ,+1522Ê
2203,LILLY-RAE ,12,-339Ê ,Ê:Ê
2203,LONDON ,12,-719Ê ,Ê:Ê
2203,LORI ,12,-27Ê ,-488Ê
2203,LOTTI ,12,-719Ê ,+75Ê
2203,LUCA ,12,+446Ê ,+75Ê
2203,MACEY-LEIGH ,12,-339Ê ,Ê:Ê
2203,MAIMOONA ,12,+2536Ê ,+1522Ê
2203,MALIA ,12,-719Ê ,+327Ê
2203,MARIAN ,12,+957Ê ,-367Ê
2203,MARLENA ,12,+2536Ê ,+1522Ê
2203,MEHEK ,12,-429Ê ,-820Ê
2203,MELIA ,12,+684Ê ,Ê:Ê
2203,MIGLE ,12,+684Ê ,Ê:Ê
2203,MILLIE-GRACE ,12,-247Ê ,+2395Ê
2203,MOLLIE-ROSE ,12,+446Ê ,Ê:Ê
2203,MOLLY-ROSE ,12,-429Ê ,+2395Ê
2203,NAIA ,12,+257Ê ,+327Ê
2203,NEFELI ,12,+684Ê ,Ê:Ê
2203,NIDHI ,12,+257Ê ,+75Ê
2203,NURA ,12,-429Ê ,-488Ê
2203,NUSAYBA ,12,-339Ê ,+599Ê
2203,OAKLEY ,12,+684Ê ,Ê:Ê
2203,POPPY-LEIGH ,12,+257Ê ,Ê:Ê
2203,POPPY-RAE ,12,+257Ê ,Ê:Ê
2203,RADHA ,12,+957Ê ,+1522Ê
2203,RAPHAELLA ,12,+1333Ê ,+599Ê
2203,RAYYAN ,12,+957Ê ,+994Ê
2203,RENESMAE ,12,+257Ê ,Ê:Ê
2203,RUBY-RAE ,12,+110Ê ,Ê:Ê
2203,SABINE ,12,+1333Ê ,+75Ê
2203,SADIYA ,12,+446Ê ,-1131Ê
2203,SAMAIRA ,12,-429Ê ,+599Ê
2203,SANTANA ,12,+957Ê ,+2395Ê
2203,SAVANAH ,12,-339Ê ,-367Ê
2203,SAVANNAH-ROSE ,12,+110Ê ,Ê:Ê
2203,SIDNEY ,12,+257Ê ,-586Ê
2203,SIMONE ,12,-616Ê ,-1661Ê
2203,SOPHIE-LEIGH ,12,+110Ê ,Ê:Ê
2203,SOPHIE-MAE ,12,+957Ê ,+1522Ê
2203,SOPHIE-ROSE ,12,+1847Ê ,+2395Ê
2203,STARLA ,12,+446Ê ,+2395Ê
2203,SUMMER-RAE ,12,+110Ê ,Ê:Ê
2203,TAIBAH ,12,+957Ê ,+75Ê
2203,TALISHA ,12,+1333Ê ,+327Ê
2203,TAMANNA ,12,+446Ê ,-1045Ê
2203,THEA-ROSE ,12,+2536Ê ,Ê:Ê
2203,TIERNEY ,12,+3539Ê ,-1363Ê
2203,TULISA ,12,-1128Ê ,Ê:Ê
2203,UGNE ,12,-843Ê ,Ê:Ê
2203,URWA ,12,+257Ê ,Ê:Ê
2203,VESPER ,12,-27Ê ,Ê:Ê
2203,VIVIANA ,12,+1847Ê ,Ê:Ê
2203,YAGMUR ,12,-27Ê ,-251Ê
2203,YASEMIN ,12,-429Ê ,-1045Ê
2203,YI ,12,-27Ê ,+599Ê
2203,ZINNIA ,12,+957Ê ,+327Ê
2203,ZOHRA ,12,-141Ê ,-744Ê
2314,AANIYAH ,11,+1222Ê ,Ê:Ê
2314,ABBI ,11,-1Ê ,-1930Ê
2314,ADNA ,11,+1736Ê ,+216Ê
2314,AICHA ,11,-830Ê ,-855Ê
2314,ALANIS ,11,+146Ê ,-1002Ê
2314,ALASKA ,11,+335Ê ,+883Ê
2314,ALEA ,11,+146Ê ,+488Ê
2314,ALEEYAH ,11,+3428Ê ,Ê:Ê
2314,ALIS ,11,+573Ê ,+488Ê
2314,AMELIA-LOUISE ,11,+1222Ê ,Ê:Ê
2314,AMELIYA ,11,+2425Ê ,Ê:Ê
2314,ANA-MARIA ,11,Ê:Ê ,Ê:Ê
2314,ANNABETH ,11,-138Ê ,+2284Ê
2314,ANNIE-MAE ,11,+146Ê ,+1411Ê
2314,ANTONELLA ,11,+1736Ê ,+1411Ê
2314,ARIYANA ,11,-1Ê ,+2284Ê
2314,ARSEMA ,11,+1222Ê ,Ê:Ê
2314,ASMIN ,11,+2425Ê ,Ê:Ê
2314,AURELIE ,11,+335Ê ,Ê:Ê
2314,AVALON ,11,+1736Ê ,+2284Ê
2314,AYZA ,11,-450Ê ,Ê:Ê
2314,AZARIAH ,11,-450Ê ,+1411Ê
2314,BABY ,11,-138Ê ,+1411Ê
2314,BAYLEIGH ,11,-450Ê ,-1271Ê
2314,BENITA ,11,+846Ê ,-36Ê
2314,BRIELLA ,11,Ê:Ê ,Ê:Ê
2314,BRITNEY ,11,+846Ê ,-1493Ê
2314,CAIA ,11,+146Ê ,Ê:Ê
2314,CALISTA ,11,+1736Ê ,-478Ê
2314,CASI ,11,+1222Ê ,+2284Ê
2314,CHERYL ,11,+846Ê ,-202Ê
2314,CHIZARAM ,11,-358Ê ,Ê:Ê
2314,CIANA ,11,-1Ê ,+883Ê
2314,CLEMENCY ,11,+573Ê ,Ê:Ê
2314,CORALINE ,11,+1222Ê ,Ê:Ê
2314,CRESSIDA ,11,+1222Ê ,+883Ê
2314,DANEEN ,11,+573Ê ,Ê:Ê
2314,DANNI ,11,-675Ê ,-1647Ê
2314,DARINA ,11,+3428Ê ,Ê:Ê
2314,DEA ,11,+146Ê ,-36Ê
2314,EDA ,11,-1Ê ,-362Ê
2314,EFFY ,11,-138Ê ,Ê:Ê
2314,EIRINN ,11,+1222Ê ,+488Ê
2314,ELEONORE ,11,+1736Ê ,+2284Ê
